drug_name,manufacturer,approval_year,drug_class,indications,side_effects,dosage_mg,administration_route,contraindications,warnings,price_usd,batch_number,expiry_date,side_effect_severity,approval_status
Rivaprofen57,GlaxoSmithKline,2006,Analgesic,Psychosis control,Headache,950,Topical,Asthma,May cause drowsiness,478.35,vh303Uo,2028-06-20,Mild,Approved
Mecoparin90,Johnson & Johnson,2016,Antipyretic,Allergy relief,Headache,840,Sublingual,Allergic reaction,Take with food,432.33,eF283RA,2028-06-28,Severe,Rejected
Amoxprofen78,AstraZeneca,2003,Vaccine,Fever reduction,"Insomnia, Headache",670,Oral,Kidney impairment,Take with food,209.21,Bm973ce,2026-06-18,Moderate,Pending
Amoxmab24,Moderna Therapeutics,2014,Antipsychotic,Inflammation reduction,"Insomnia, Dry mouth, Rash",310,Intravenous,Asthma,Do not discontinue abruptly,127.93,Sd286DX,2026-06-15,Moderate,Rejected
Seroparin73,Johnson & Johnson,2005,Antipyretic,Allergy relief,Diarrhea,870,Oral,Kidney impairment,Monitor blood pressure,370.82,je748BY,2025-10-20,Moderate,Pending
Zyloprofen15,Johnson & Johnson,2011,Antidepressant,Viral infections,"Headache, Insomnia, Diarrhea",910,Rectal,High blood pressure,Monitor blood pressure,247.03,mx324Zl,2026-07-31,Moderate,Approved
Zylozole10,Johnson & Johnson,2022,Antipsychotic,Pain relief,"Insomnia, Dizziness",480,Topical,Liver disease,Avoid sunlight exposure,370.49,pq456Ds,2027-02-20,Severe,Approved
Mecodipine28,GlaxoSmithKline,2003,Antifungal,Depression treatment,"Dry mouth, Insomnia",680,Intravenous,Allergic reaction,Use with caution in elderly,82.36,TW313iw,2027-06-19,Mild,Approved
Rivavir88,Novartis AG,2005,Antibiotic,Fungal infections,"Fatigue, Rash, Dry mouth",710,Topical,Pregnancy,Do not discontinue abruptly,94.58,OQ179pI,2028-04-12,Moderate,Approved
Fenoxetine35,Novartis AG,1997,Antihistamine,Bacterial infections,"Dizziness, Blurred vision, Rash",580,Rectal,Kidney impairment,Monitor blood pressure,9.01,IT769PD,2028-03-09,Mild,Rejected
Amoxprofen41,Sanofi,1995,Antibiotic,Pain relief,Headache,170,Rectal,Diabetes,Monitor blood pressure,45.74,re219or,2026-03-15,Mild,Pending
Loxoxetine13,GlaxoSmithKline,1993,Analgesic,Pain relief,"Nausea, Dry mouth",770,Rectal,Asthma,Avoid sunlight exposure,410.33,Zd628ij,2025-08-24,Severe,Approved
Amoxzole99,Johnson & Johnson,2021,Antiviral,Inflammation reduction,"Rash, Dizziness, Diarrhea",450,Rectal,Liver disease,Use with caution in elderly,48.55,jI358pt,2026-02-07,Mild,Pending
Daxovir10,Merck & Co.,1991,Antihistamine,Bacterial infections,"Dry mouth, Fatigue",840,Inhalation,Pregnancy,Risk of addiction,183.4,Gw995OF,2027-03-26,Severe,Rejected
Loxoprofen25,Bayer AG,2001,Analgesic,Psychosis control,Headache,780,Inhalation,Heart disease,Take with food,212.65,nB439GG,2026-08-20,Mild,Approved
Cefcillin18,Moderna Therapeutics,2006,Antihistamine,Inflammation reduction,"Insomnia, Rash",200,Oral,High blood pressure,Avoid alcohol,135.39,xh146dA,2028-06-04,Moderate,Rejected
Amoxparin70,Moderna Therapeutics,2014,Antipyretic,Fungal infections,Diarrhea,140,Inhalation,Heart disease,Use with caution in elderly,178.35,Xp958NL,2028-02-07,Severe,Approved
Mecozepam42,Moderna Therapeutics,2012,Antidepressant,Bacterial infections,Constipation,240,Intramuscular,Liver disease,May cause drowsiness,463.09,xr389Gs,2026-03-06,Mild,Approved
Fenomab22,Johnson & Johnson,2022,Anti-inflammatory,Fever reduction,Constipation,150,Sublingual,Diabetes,May affect fertility,348.75,Mk216Eq,2028-02-11,Severe,Approved
Daxoprofen48,Merck & Co.,1995,Antipyretic,Viral infections,Constipation,70,Oral,Pregnancy,Risk of addiction,356.16,cg484Hd,2028-05-10,Severe,Pending
Virastatin79,Novartis AG,2023,Anti-inflammatory,Psychosis control,"Dry mouth, Blurred vision, Rash",980,Sublingual,Liver disease,Avoid alcohol,5.01,sU526TW,2027-05-11,Moderate,Approved
Rivastatin59,Roche Holding AG,1991,Analgesic,Inflammation reduction,"Diarrhea, Insomnia",110,Sublingual,Liver disease,Monitor blood pressure,450.98,Gv897YY,2027-09-11,Mild,Rejected
Fenocillin86,Merck & Co.,2013,Antipsychotic,Allergy relief,"Rash, Blurred vision",530,Oral,Heart disease,Risk of addiction,376.21,jH184UA,2025-09-20,Severe,Approved
Loxostatin90,Merck & Co.,2004,Antibiotic,Pain relief,Insomnia,780,Oral,Pregnancy,Avoid sunlight exposure,62.56,RR327SN,2028-02-25,Moderate,Pending
Cefzepam74,Merck & Co.,2003,Antihistamine,Psychosis control,"Constipation, Headache",10,Inhalation,Liver disease,Do not discontinue abruptly,307.64,wO507dT,2027-11-29,Moderate,Rejected
Loxovir20,Roche Holding AG,2003,Antihistamine,Depression treatment,"Constipation, Nausea, Dizziness",650,Intravenous,Liver disease,Risk of addiction,86.91,wS919WU,2027-12-04,Moderate,Approved
Daxostatin56,AstraZeneca,1997,Antiviral,Psychosis control,Rash,870,Intramuscular,High blood pressure,Monitor blood pressure,324.83,sI246oc,2027-07-02,Moderate,Approved
Fenocillin61,Merck & Co.,1994,Antipsychotic,Prevent infectious disease,Diarrhea,400,Oral,Pregnancy,Do not discontinue abruptly,245.91,fn861kG,2026-04-20,Severe,Pending
Mecozepam56,GlaxoSmithKline,2009,Antipyretic,Prevent infectious disease,"Diarrhea, Fatigue",450,Intramuscular,Seizures,Avoid sunlight exposure,494.35,be693BM,2026-10-08,Moderate,Pending
Cefzepam45,Novartis AG,2019,Vaccine,Bacterial infections,"Fatigue, Constipation, Dizziness",300,Sublingual,Kidney impairment,Risk of addiction,271.71,ty832Cf,2027-07-08,Mild,Approved
Zylodipine11,GlaxoSmithKline,2011,Anti-inflammatory,Fungal infections,"Dry mouth, Dizziness",590,Inhalation,Pregnancy,May cause drowsiness,218.44,JW257Kg,2028-01-15,Severe,Pending
Zylostatin83,Johnson & Johnson,2017,Antidepressant,Depression treatment,"Blurred vision, Insomnia",560,Sublingual,Asthma,Do not operate machinery,334.06,IX994Kr,2027-10-15,Mild,Pending
Zylocillin52,AstraZeneca,2010,Analgesic,Viral infections,Diarrhea,80,Oral,Asthma,Do not discontinue abruptly,437.79,Ho447BV,2028-03-08,Severe,Approved
Viradipine59,Sanofi,2018,Antiviral,Allergy relief,"Nausea, Blurred vision",630,Topical,High blood pressure,May cause drowsiness,145.68,iI018CX,2025-08-08,Severe,Pending
Amoxstatin72,GlaxoSmithKline,2020,Antiviral,Depression treatment,"Diarrhea, Constipation, Rash",850,Inhalation,High blood pressure,May affect fertility,237.56,iV144GU,2028-03-27,Severe,Pending
Daxoprofen38,GlaxoSmithKline,2003,Antidepressant,Psychosis control,"Fatigue, Dry mouth",60,Sublingual,Diabetes,May cause drowsiness,163.12,CS718pR,2028-05-09,Moderate,Rejected
Viracillin47,Pfizer Inc.,2004,Antipsychotic,Prevent infectious disease,"Rash, Nausea, Fatigue",40,Rectal,Bleeding disorders,Avoid alcohol,318.96,Mu236Dt,2027-11-01,Moderate,Rejected
Rivaprofen41,Johnson & Johnson,2022,Antidepressant,Depression treatment,"Headache, Rash, Diarrhea",280,Sublingual,Asthma,May affect fertility,186.23,me151eV,2027-03-24,Severe,Pending
Daxovir45,Johnson & Johnson,2022,Antipyretic,Allergy relief,Blurred vision,700,Inhalation,Seizures,Do not discontinue abruptly,11.89,FB752nl,2026-08-18,Mild,Rejected
Viravir69,Johnson & Johnson,1996,Antibiotic,Pain relief,"Blurred vision, Dry mouth",270,Intravenous,Asthma,Use with caution in elderly,406.77,gC964lP,2026-01-01,Mild,Pending
Mecomab88,Merck & Co.,2001,Antipsychotic,Prevent infectious disease,Dry mouth,30,Intramuscular,Heart disease,Risk of addiction,28.62,wE774yD,2027-07-02,Severe,Approved
Viracillin59,Sanofi,2017,Antiviral,Fever reduction,Rash,580,Intramuscular,Liver disease,May affect fertility,230.28,xj200dT,2027-01-15,Severe,Rejected
Cefcillin89,Pfizer Inc.,1993,Anti-inflammatory,Inflammation reduction,Nausea,490,Rectal,Seizures,Avoid alcohol,50.12,hS307DZ,2027-01-27,Moderate,Rejected
Zylocillin40,Johnson & Johnson,2013,Antiviral,Allergy relief,Blurred vision,10,Oral,Seizures,Do not discontinue abruptly,109.47,dc945ga,2026-09-07,Moderate,Approved
Mecodipine68,Pfizer Inc.,2017,Antihistamine,Prevent infectious disease,Blurred vision,440,Inhalation,Bleeding disorders,Take with food,297.01,HQ707KI,2028-06-02,Severe,Rejected
Fenoparin59,Johnson & Johnson,1997,Analgesic,Fungal infections,Insomnia,150,Intravenous,Pregnancy,Monitor blood pressure,452.53,ha037UZ,2027-03-20,Mild,Approved
Daxozole99,Roche Holding AG,2008,Analgesic,Fever reduction,Constipation,710,Inhalation,Pregnancy,Avoid alcohol,498.57,SC076GR,2028-04-04,Mild,Approved
Amoxzepam92,Pfizer Inc.,2005,Antibiotic,Bacterial infections,"Insomnia, Constipation, Nausea",920,Intramuscular,Kidney impairment,Use with caution in elderly,99.97,ha192Eg,2025-08-03,Mild,Pending
Rivazepam47,AstraZeneca,1999,Antipyretic,Inflammation reduction,"Headache, Rash, Dry mouth",660,Topical,High blood pressure,Do not discontinue abruptly,196.93,ZB104IE,2025-08-16,Severe,Rejected
Daxodipine35,Moderna Therapeutics,2020,Antibiotic,Psychosis control,"Dizziness, Fatigue",680,Inhalation,High blood pressure,Monitor blood pressure,68.31,JM349aQ,2027-03-27,Severe,Pending
Zylozole54,GlaxoSmithKline,1999,Antipsychotic,Inflammation reduction,"Dizziness, Diarrhea",500,Inhalation,Seizures,May cause drowsiness,209.69,Li914Bk,2026-11-28,Mild,Pending
Fenoxetine70,Merck & Co.,2011,Antidepressant,Viral infections,Dry mouth,330,Intramuscular,Pregnancy,May cause drowsiness,401.64,Nr333qh,2027-03-13,Severe,Rejected
Daxocillin27,GlaxoSmithKline,2018,Antihistamine,Allergy relief,"Fatigue, Dry mouth, Headache",310,Sublingual,Pregnancy,Risk of addiction,330.73,vI628lc,2028-06-19,Moderate,Pending
Loxovir84,Sanofi,1992,Vaccine,Depression treatment,"Rash, Dizziness, Headache",950,Rectal,Bleeding disorders,May cause drowsiness,174.37,Vv071YR,2026-07-16,Mild,Rejected
Amoxzepam17,Pfizer Inc.,2009,Antipyretic,Allergy relief,"Fatigue, Dizziness, Blurred vision",90,Intravenous,Liver disease,Do not operate machinery,424.49,VA477SI,2028-06-12,Moderate,Pending
Loxostatin33,Novartis AG,1990,Antiviral,Allergy relief,Dizziness,450,Inhalation,Liver disease,Take with food,462.69,Dw535GM,2026-04-03,Severe,Approved
Zylocillin33,GlaxoSmithKline,2020,Antihistamine,Inflammation reduction,Rash,900,Intramuscular,Seizures,Avoid sunlight exposure,379.96,Nw066zy,2028-06-09,Severe,Pending
Viraxetine45,GlaxoSmithKline,2023,Antibiotic,Viral infections,"Insomnia, Diarrhea",710,Rectal,Asthma,Do not discontinue abruptly,75.76,Pb302pY,2026-08-11,Mild,Rejected
Fenostatin64,Moderna Therapeutics,2007,Antibiotic,Fever reduction,"Constipation, Headache",200,Rectal,Bleeding disorders,Risk of addiction,398.22,mQ198JZ,2025-09-02,Moderate,Approved
Cefzepam52,Johnson & Johnson,2001,Anti-inflammatory,Depression treatment,"Dizziness, Rash, Fatigue",410,Oral,High blood pressure,Monitor blood pressure,455.35,Vg058qs,2028-07-04,Severe,Pending
Serostatin43,Merck & Co.,1997,Anti-inflammatory,Fever reduction,"Blurred vision, Nausea",600,Intramuscular,Seizures,Risk of addiction,497.22,AH542Et,2026-08-20,Severe,Pending
Mecoprofen80,Merck & Co.,2024,Antibiotic,Allergy relief,"Fatigue, Blurred vision",860,Rectal,Heart disease,Monitor blood pressure,409.61,FJ383DO,2026-10-03,Mild,Pending
Seroxetine59,Novartis AG,2019,Antibiotic,Fungal infections,Fatigue,690,Oral,High blood pressure,Risk of addiction,137.94,yf101cQ,2028-01-29,Severe,Pending
Cefvir30,Bayer AG,2017,Antihistamine,Prevent infectious disease,"Blurred vision, Diarrhea",40,Intramuscular,Kidney impairment,Risk of addiction,213.91,VE392jt,2026-02-18,Mild,Rejected
Cefprofen16,AstraZeneca,2009,Antibiotic,Viral infections,"Blurred vision, Diarrhea",390,Sublingual,High blood pressure,Do not operate machinery,195.74,yK805hQ,2028-01-11,Moderate,Approved
Viramab34,Moderna Therapeutics,1995,Antidepressant,Allergy relief,"Insomnia, Nausea, Blurred vision",110,Sublingual,Allergic reaction,May cause drowsiness,448.3,Xp827Eu,2027-11-15,Severe,Approved
Zylodipine73,Merck & Co.,1994,Antipyretic,Depression treatment,"Blurred vision, Insomnia, Rash",110,Rectal,Kidney impairment,Risk of addiction,124.82,rd895HD,2027-03-25,Mild,Approved
Rivaprofen90,Johnson & Johnson,2011,Anti-inflammatory,Inflammation reduction,"Constipation, Dry mouth, Fatigue",880,Inhalation,Liver disease,Monitor blood pressure,71.56,yi263iG,2027-09-10,Moderate,Approved
Cefmab65,GlaxoSmithKline,2013,Anti-inflammatory,Depression treatment,"Dizziness, Insomnia",390,Inhalation,Bleeding disorders,Take with food,259.19,qZ971QW,2028-01-10,Mild,Approved
Cefstatin56,Johnson & Johnson,2006,Antibiotic,Fungal infections,Insomnia,290,Intravenous,Kidney impairment,Risk of addiction,242.41,Fj325Dk,2026-07-30,Mild,Approved
Rivadipine14,Pfizer Inc.,1990,Antifungal,Psychosis control,Dizziness,900,Sublingual,Diabetes,Avoid alcohol,153.11,Yp979mj,2027-07-04,Moderate,Approved
Amoxcillin24,GlaxoSmithKline,2001,Antibiotic,Pain relief,"Headache, Constipation, Dizziness",910,Rectal,Asthma,Use with caution in elderly,349.55,PU474Dd,2028-05-26,Moderate,Rejected
Daxoxetine24,AstraZeneca,2010,Antipyretic,Pain relief,"Nausea, Fatigue",410,Topical,Kidney impairment,Avoid alcohol,245.5,gW452yL,2027-10-01,Severe,Approved
Amoxxetine51,Sanofi,2001,Antibiotic,Allergy relief,Insomnia,800,Rectal,High blood pressure,Monitor blood pressure,203.41,KJ138hf,2027-04-19,Mild,Rejected
Amoxxetine76,Bayer AG,1993,Antibiotic,Allergy relief,"Headache, Fatigue",980,Rectal,Liver disease,May cause drowsiness,49.56,iI725mJ,2026-03-19,Moderate,Approved
Seroxetine27,Merck & Co.,2017,Analgesic,Depression treatment,Dizziness,250,Sublingual,Heart disease,Monitor blood pressure,170.14,ui513iF,2026-11-03,Mild,Rejected
Amoxzole10,Roche Holding AG,2020,Antipyretic,Allergy relief,"Constipation, Nausea",250,Intramuscular,Bleeding disorders,Do not discontinue abruptly,382.27,Aw461xm,2028-07-25,Severe,Pending
Loxoparin86,Roche Holding AG,1998,Antipsychotic,Allergy relief,"Diarrhea, Dry mouth",240,Sublingual,Seizures,Avoid sunlight exposure,58.46,Nm194mj,2028-01-07,Moderate,Rejected
Cefstatin62,Merck & Co.,2022,Anti-inflammatory,Depression treatment,"Diarrhea, Nausea",160,Oral,Heart disease,Avoid alcohol,137.26,gs034dY,2025-10-23,Severe,Rejected
Fenozole66,Merck & Co.,1997,Antipyretic,Inflammation reduction,"Blurred vision, Insomnia, Headache",650,Intravenous,Heart disease,Take with food,421.6,IA182eS,2027-10-10,Mild,Rejected
Rivacillin38,Pfizer Inc.,2016,Antihistamine,Pain relief,"Constipation, Headache, Blurred vision",120,Inhalation,Pregnancy,Take with food,399.01,vA655Be,2026-08-07,Moderate,Rejected
Zylovir19,Johnson & Johnson,2013,Analgesic,Fungal infections,"Nausea, Diarrhea, Rash",320,Topical,Seizures,Avoid alcohol,497.51,Yx196KO,2028-02-27,Severe,Rejected
Amoxstatin18,GlaxoSmithKline,2000,Vaccine,Allergy relief,"Blurred vision, Diarrhea, Dry mouth",540,Inhalation,Kidney impairment,Avoid sunlight exposure,111.23,On163lQ,2028-04-05,Moderate,Pending
Seroprofen87,Pfizer Inc.,1995,Antibiotic,Fungal infections,"Headache, Nausea",380,Oral,Asthma,May cause drowsiness,276.09,cx907HY,2026-09-05,Moderate,Rejected
Rivamab18,Merck & Co.,1991,Antipsychotic,Pain relief,"Dizziness, Blurred vision, Diarrhea",10,Inhalation,Liver disease,Avoid sunlight exposure,88.52,pu865cc,2027-03-21,Severe,Pending
Cefdipine27,Sanofi,2006,Analgesic,Inflammation reduction,"Rash, Nausea",580,Inhalation,Diabetes,Avoid alcohol,368.75,EZ090yj,2028-01-28,Mild,Approved
Fenozole78,GlaxoSmithKline,2006,Antiviral,Bacterial infections,Rash,120,Sublingual,Bleeding disorders,Take with food,172.44,nl218zT,2026-07-01,Moderate,Pending
Rivazole38,AstraZeneca,2002,Anti-inflammatory,Viral infections,"Constipation, Dry mouth, Headache",820,Intravenous,Allergic reaction,Risk of addiction,203.78,iU259nf,2028-03-24,Moderate,Approved
Amoxcillin20,Johnson & Johnson,1991,Analgesic,Allergy relief,Insomnia,520,Oral,Allergic reaction,May cause drowsiness,50.35,pM905WX,2028-04-18,Moderate,Approved
Viraprofen22,Merck & Co.,1990,Antihistamine,Prevent infectious disease,"Fatigue, Insomnia, Rash",420,Topical,High blood pressure,May cause drowsiness,332.34,rm197Ax,2026-12-10,Moderate,Rejected
Daxomab31,Roche Holding AG,2019,Analgesic,Bacterial infections,Fatigue,630,Rectal,High blood pressure,Avoid alcohol,119.2,qU668XH,2025-11-21,Mild,Approved
Seromab51,Bayer AG,2023,Antihistamine,Inflammation reduction,Dizziness,530,Oral,Bleeding disorders,May affect fertility,489.26,pg812cq,2028-03-13,Moderate,Approved
Amoxcillin99,Merck & Co.,2017,Analgesic,Fungal infections,Fatigue,300,Intravenous,High blood pressure,Do not operate machinery,42.63,qh257fI,2025-11-12,Mild,Pending
Mecomab93,Johnson & Johnson,2015,Antihistamine,Fever reduction,"Constipation, Rash, Dizziness",290,Intravenous,High blood pressure,Avoid alcohol,296.73,Wr968ZA,2027-03-24,Severe,Approved
Amoxdipine37,Bayer AG,1997,Antipyretic,Fungal infections,Dry mouth,340,Rectal,Diabetes,Do not discontinue abruptly,420.46,VR156YX,2027-05-14,Severe,Rejected
Amoxmab35,Moderna Therapeutics,2002,Antihistamine,Viral infections,Constipation,620,Inhalation,Heart disease,May cause drowsiness,307.14,sf588CC,2028-03-07,Moderate,Pending
Serostatin90,Pfizer Inc.,2019,Antidepressant,Prevent infectious disease,"Dry mouth, Fatigue",230,Topical,Heart disease,Take with food,174.17,Oc656Km,2028-05-07,Severe,Rejected
Mecozole13,Sanofi,2006,Analgesic,Bacterial infections,Nausea,760,Inhalation,High blood pressure,May affect fertility,72.24,NU061bq,2025-09-03,Severe,Approved
Fenocillin12,Roche Holding AG,2003,Antihistamine,Inflammation reduction,"Dry mouth, Headache",680,Inhalation,Asthma,Avoid alcohol,196.27,PH156Lf,2026-06-06,Mild,Rejected
Fenodipine50,GlaxoSmithKline,2023,Antifungal,Bacterial infections,"Fatigue, Diarrhea, Nausea",710,Topical,Asthma,May affect fertility,320.08,Ih239uu,2025-09-02,Moderate,Pending
Rivavir24,Bayer AG,2012,Antihistamine,Psychosis control,"Rash, Headache",70,Intramuscular,Bleeding disorders,Risk of addiction,357.04,vY262lM,2027-07-19,Severe,Pending
Mecodipine85,Johnson & Johnson,2016,Antipyretic,Prevent infectious disease,Diarrhea,640,Topical,High blood pressure,Avoid sunlight exposure,372.23,Do047Fb,2027-07-29,Severe,Pending
Rivastatin65,AstraZeneca,2018,Antihistamine,Psychosis control,"Dizziness, Dry mouth, Insomnia",40,Intramuscular,Bleeding disorders,Do not discontinue abruptly,440.5,Vx769SG,2026-08-17,Mild,Approved
Amoxvir48,Pfizer Inc.,2023,Antibiotic,Pain relief,"Nausea, Dizziness",880,Intramuscular,Allergic reaction,Do not operate machinery,190.52,cz117aL,2027-02-04,Moderate,Rejected
Serodipine79,GlaxoSmithKline,2024,Antihistamine,Pain relief,"Constipation, Diarrhea",280,Intravenous,Seizures,Do not discontinue abruptly,375.47,wc420WH,2028-05-14,Moderate,Approved
Amoxzepam42,Roche Holding AG,2012,Antihistamine,Fungal infections,"Rash, Diarrhea, Nausea",910,Intramuscular,Liver disease,Avoid alcohol,162.09,tc991WJ,2027-05-26,Moderate,Approved
Amoxvir11,Johnson & Johnson,2000,Analgesic,Prevent infectious disease,"Dry mouth, Constipation, Headache",300,Intramuscular,Allergic reaction,Avoid sunlight exposure,357.4,gQ115Gk,2027-05-15,Moderate,Pending
Fenomab44,AstraZeneca,1994,Antidepressant,Pain relief,"Insomnia, Constipation, Blurred vision",560,Intravenous,Asthma,Do not discontinue abruptly,44.6,Sp948nQ,2026-09-06,Moderate,Approved
Loxoparin11,GlaxoSmithKline,2019,Antiviral,Inflammation reduction,Insomnia,940,Oral,Asthma,Take with food,430.83,vQ598mA,2026-04-05,Moderate,Pending
Cefvir19,Johnson & Johnson,1991,Analgesic,Allergy relief,Diarrhea,320,Intravenous,Allergic reaction,Monitor blood pressure,222.86,Yf484sY,2027-07-21,Severe,Pending
Serocillin77,Moderna Therapeutics,1999,Anti-inflammatory,Allergy relief,"Headache, Constipation",250,Topical,Seizures,Avoid alcohol,395.37,kN309do,2027-12-31,Moderate,Rejected
Virazepam43,AstraZeneca,1990,Antibiotic,Pain relief,"Dry mouth, Blurred vision",40,Rectal,Bleeding disorders,Risk of addiction,412.67,hm845ST,2026-04-20,Moderate,Rejected
Fenozole72,Bayer AG,2016,Antibiotic,Viral infections,"Constipation, Diarrhea",740,Intravenous,Liver disease,Use with caution in elderly,180.59,ep867xQ,2027-12-27,Severe,Rejected
Fenozepam66,Pfizer Inc.,1998,Antibiotic,Psychosis control,"Rash, Headache",750,Topical,Pregnancy,May affect fertility,465.62,QR387zk,2028-07-26,Moderate,Rejected
